,Perovskite,bandgap(eV),glass,ETL,ETL-2,"ETL 
thickness(um)",HTL,"HTL 
thickness(um)",meta,"Perovskite 
deposition
 procedure","Perovskite
 deposition
 method","Anti-solvent 
treatment","Precursor
 solution","Annealing
 temperature (°C) ","Annealing
 time (minutes) ",Jsc,Voc,FF,PCE,Article
258,Cs0.06FA0.8MA0.14PbI2.58Br0.42,,FTO,TiO2,,,spiro-OMeTAD,,Ag,two-step,spin,CB,DMF/DMSO/APL,100.0,30.0,1.13,23.86,0.818,22.1,"ZHANG Z, LIU H, TANG Y, et al. Organic compound passivation for perovskite solar cells with improving stability and photoelectric performance [J]. Solar Energy, 2022, 231: 414-9."
259,Cs0.06FA0.8MA0.14PbI2.58Br0.42,,FTO,TiO2,,,spiro-OMeTAD,,Ag,two-step,spin,CB,DMF/DMSO/1.5APL,100.0,30.0,1.09,23.53,0.816,20.97,"ZHANG Z, LIU H, TANG Y, et al. Organic compound passivation for perovskite solar cells with improving stability and photoelectric performance [J]. Solar Energy, 2022, 231: 414-9."
260,Cs0.06FA0.8MA0.14PbI2.58Br0.42,,FTO,TiO2,,,spiro-OMeTAD,,Ag,two-step,spin,CB,DMF/DMSO/3APL,100.0,30.0,1.09,23.83,0.792,20.59,"ZHANG Z, LIU H, TANG Y, et al. Organic compound passivation for perovskite solar cells with improving stability and photoelectric performance [J]. Solar Energy, 2022, 231: 414-9."
261,Cs0.065FA0.6545MA0.2805PbI2.67Br0.33,,ITO,SnO2,,,P3HT/MoO3,,Al,two-step,spin,,DMF/DMSO,150.0,15.0,1.02,21.12,0.6057,12.87,"MENG J, WANG Z, WANG S, et al. Improving efficiency of polymer hole transport layer based perovskite solar cells via interfacial modification [J]. Synthetic Metals, 2023, 292: 117247."
262,Cs0.065FA0.6545MA0.2805PbI2.67Br0.33,,ITO,SnO2,,,PeRyLene/P3HT/MoO3,,Al,two-step,spin,,DMF/DMSO,150.0,15.0,1.04,22.23,0.6215,14.04,"MENG J, WANG Z, WANG S, et al. Improving efficiency of polymer hole transport layer based perovskite solar cells via interfacial modification [J]. Synthetic Metals, 2023, 292: 117247."
263,Cs0.065FA0.6545MA0.2805PbI2.67Br0.33,,ITO,SnO2,,,2PeRyLene/P3HT/MoO3,,Al,two-step,spin,,DMF/DMSO,150.0,15.0,1.03,22.43,0.6248,14.24,"MENG J, WANG Z, WANG S, et al. Improving efficiency of polymer hole transport layer based perovskite solar cells via interfacial modification [J]. Synthetic Metals, 2023, 292: 117247."
264,Cs0.065FA0.6545MA0.2805PbI2.67Br0.33,,ITO,SnO2,,,3PeRyLene/P3HT/MoO3,,Al,two-step,spin,,DMF/DMSO,150.0,15.0,1.02,23.43,0.6196,15.06,"MENG J, WANG Z, WANG S, et al. Improving efficiency of polymer hole transport layer based perovskite solar cells via interfacial modification [J]. Synthetic Metals, 2023, 292: 117247."
265,Cs0.065FA0.6545MA0.2805PbI2.67Br0.33,,ITO,SnO2,,,4PeRyLene/P3HT/MoO3,,Al,two-step,spin,,DMF/DMSO,150.0,15.0,1.02,22.36,0.6199,14.19,"MENG J, WANG Z, WANG S, et al. Improving efficiency of polymer hole transport layer based perovskite solar cells via interfacial modification [J]. Synthetic Metals, 2023, 292: 117247."
266, Cs0.05FA0.7885MA0.1615PbI2.49Br0.51,,ITO,SnO2,,,spiro-OMeTAD,,Au,two-step,spin,CB,DMF/DMSO,110.0,50.0,1.116,22.25,0.768,19.07,"JIA J, DONG J, SHI B, et al. Postpassivation of Cs0.05(FA0.83MA0.17)0.95Pb(I0.83Br0.17)3 Perovskite Films with Tris(pentafluorophenyl)borane [J]. ACS Applied Materials & Interfaces, 2021, 13(2): 2472-82."
267, Cs0.05FA0.7885MA0.1615PbI2.49Br0.51,,ITO,SnO2,,,3TPFPB/spiro-OMeTAD,,Au,two-step,spin,CB,DMF/DMSO,110.0,50.0,1.137,23.09,0.763,20.04,"JIA J, DONG J, SHI B, et al. Postpassivation of Cs0.05(FA0.83MA0.17)0.95Pb(I0.83Br0.17)3 Perovskite Films with Tris(pentafluorophenyl)borane [J]. ACS Applied Materials & Interfaces, 2021, 13(2): 2472-82."
268, Cs0.05FA0.7885MA0.1615PbI2.49Br0.51,,ITO,SnO2,,,5TPFPB/spiro-OMeTAD,,Au,two-step,spin,CB,DMF/DMSO,110.0,50.0,1.16,23.74,0.778,21.42,"JIA J, DONG J, SHI B, et al. Postpassivation of Cs0.05(FA0.83MA0.17)0.95Pb(I0.83Br0.17)3 Perovskite Films with Tris(pentafluorophenyl)borane [J]. ACS Applied Materials & Interfaces, 2021, 13(2): 2472-82."
269, Cs0.05FA0.7885MA0.1615PbI2.49Br0.51,,ITO,SnO2,,,7TPFPB/spiro-OMeTAD,,Au,two-step,spin,CB,DMF/DMSO,110.0,50.0,1.152,22.81,0.772,20.28,"JIA J, DONG J, SHI B, et al. Postpassivation of Cs0.05(FA0.83MA0.17)0.95Pb(I0.83Br0.17)3 Perovskite Films with Tris(pentafluorophenyl)borane [J]. ACS Applied Materials & Interfaces, 2021, 13(2): 2472-82."
270,Cs0.05FA0.7885MA0.1615PbI2.49Br0.51,,FTO,Li-TiO2,,,spiro-OMeTAD,,Au,one-step,coat,CB,DMF/DMSO,100.0,60.0,1.08,23.3,0.738,17.3,"MUTLU A, YEŞIL T, KIYMAZ D, et al. Approach To Enhance the Stability and Efficiency of Triple-Cation Perovskite Solar Cells by Reactive Antisolvents [J]. ACS Applied Energy Materials, 2021, 4(1): 47-60."
271,Cs0.05FA0.7885MA0.1615PbI2.49Br0.51,,FTO,Li-TiO2,,,spiro-OMeTAD,,Au,one-step,coat,BCl,DMF/DMSO,100.0,60.0,1.09,23.1,0.627,15.7,"MUTLU A, YEŞIL T, KIYMAZ D, et al. Approach To Enhance the Stability and Efficiency of Triple-Cation Perovskite Solar Cells by Reactive Antisolvents [J]. ACS Applied Energy Materials, 2021, 4(1): 47-60."
272,Cs0.05FA0.7885MA0.1615PbI2.49Br0.51,,FTO,Li-TiO2,,,spiro-OMeTAD,,Au,one-step,coat,BBr,DMF/DMSO,100.0,60.0,1.1,24.8,0.696,18.3,"MUTLU A, YEŞIL T, KIYMAZ D, et al. Approach To Enhance the Stability and Efficiency of Triple-Cation Perovskite Solar Cells by Reactive Antisolvents [J]. ACS Applied Energy Materials, 2021, 4(1): 47-60."
273,FA0.85Pb0.85I2.55MA0.15Pb0.15Br0.45,,ITO,SnO2,,,spiro-OMeTAD,,Au,two-step,spin,EA,DMF/DMSO,130.0,30.0,1.12,20.92,0.6557,15.46,"H. B. Lee, M.-K. Jeon, N. Kumar, B. Tyagi, J.-W. Kang, Boosting the Efficiency of SnO2-Triple Cation Perovskite System Beyond 20% Using Nonhalogenated Antisolvent. Adv. Funct. Mater. 2019, 29, 1903213."
274,FA0.85Pb0.85I2.55MA0.15Pb0.15Br0.45,,ITO,SnO2,,,spiro-OMeTAD,,Au,two-step,spin,EA/0.1Hex,DMF/DMSO,130.0,30.0,1.14,21.68,0.6744,16.88,"H. B. Lee, M.-K. Jeon, N. Kumar, B. Tyagi, J.-W. Kang, Boosting the Efficiency of SnO2-Triple Cation Perovskite System Beyond 20% Using Nonhalogenated Antisolvent. Adv. Funct. Mater. 2019, 29, 1903213."
275,FA0.85Pb0.85I2.55MA0.15Pb0.15Br0.45,,ITO,SnO2,,,spiro-OMeTAD,,Au,two-step,spin,EA/0.2Hex,DMF/DMSO,130.0,30.0,1.15,21.95,0.7057,17.75,"H. B. Lee, M.-K. Jeon, N. Kumar, B. Tyagi, J.-W. Kang, Boosting the Efficiency of SnO2-Triple Cation Perovskite System Beyond 20% Using Nonhalogenated Antisolvent. Adv. Funct. Mater. 2019, 29, 1903213."
276,FA0.85Pb0.85I2.55MA0.15Pb0.15Br0.45,,ITO,SnO2,,,spiro-OMeTAD,,Au,two-step,spin,EA/0.3Hex,DMF/DMSO,130.0,30.0,1.15,22.56,0.7263,18.37,"H. B. Lee, M.-K. Jeon, N. Kumar, B. Tyagi, J.-W. Kang, Boosting the Efficiency of SnO2-Triple Cation Perovskite System Beyond 20% Using Nonhalogenated Antisolvent. Adv. Funct. Mater. 2019, 29, 1903213."
277,FA0.85Pb0.85I2.55MA0.15Pb0.15Br0.45,,ITO,SnO2,,,spiro-OMeTAD,,Au,two-step,spin,EA/0.4Hex,DMF/DMSO,130.0,30.0,1.16,21.74,0.6985,17.52,"H. B. Lee, M.-K. Jeon, N. Kumar, B. Tyagi, J.-W. Kang, Boosting the Efficiency of SnO2-Triple Cation Perovskite System Beyond 20% Using Nonhalogenated Antisolvent. Adv. Funct. Mater. 2019, 29, 1903213."
278,FA0.85Pb0.85I2.55MA0.15Pb0.15Br0.45,,ITO,SnO2,,,spiro-OMeTAD,,Au,two-step,spin,CB,DMF/DMSO,130.0,30.0,1.15,22.13,0.7141,18.17,"H. B. Lee, M.-K. Jeon, N. Kumar, B. Tyagi, J.-W. Kang, Boosting the Efficiency of SnO2-Triple Cation Perovskite System Beyond 20% Using Nonhalogenated Antisolvent. Adv. Funct. Mater. 2019, 29, 1903213."
279,FA0.85Pb0.85I2.55MA0.15Pb0.15Br0.45,,ITO,SnO2,,,spiro-OMeTAD,,Au,two-step,spin,TL,DMF/DMSO,130.0,30.0,1.11,20.92,0.7322,17.01,"H. B. Lee, M.-K. Jeon, N. Kumar, B. Tyagi, J.-W. Kang, Boosting the Efficiency of SnO2-Triple Cation Perovskite System Beyond 20% Using Nonhalogenated Antisolvent. Adv. Funct. Mater. 2019, 29, 1903213."
280,Cs0.05FA0.79MA0.16PbI2.5Br0.5,,ITO,TiO2,,,ClS,,Au,two-step,spin,CB,DMF/DMSO/MWCNT-g-PDDT,100.0,60.0,1.04,19.4,0.71,14.39,"Vafaei, S., Hekmatshoar, M.H. & Abbasi, F. Poly(3-dodecylthiophene)-grafted multi-walled carbon nanotubes: an additive for improving charge transport properties of triple cation perovskite solar cells. J Mater Sci: Mater Electron 34, 1050 (2023)."
281,Cs0.05FA0.79MA0.16PbI2.5Br0.5,,ITO,TiO2,,,ClS,,Au,two-step,spin,CB,DMF/DMSO,100.0,60.0,1.03,17.36,0.71,12.77,"Vafaei, S., Hekmatshoar, M.H. & Abbasi, F. Poly(3-dodecylthiophene)-grafted multi-walled carbon nanotubes: an additive for improving charge transport properties of triple cation perovskite solar cells. J Mater Sci: Mater Electron 34, 1050 (2023)."
282,FA0.83Cs0.17PbI1.8Br1.2,,ITO,C,BCP,,PTAA,,Ag,,spin,anisole,DMF/DMSO,100.0,30.0,1.08,16.1,0.75,12.7,"X. Shen, B. M. Gallant, P. Holzhey, J. A. Smith, K. A. Elmestekawy, Z. Yuan, P. V. G. M. Rathnayake, S. Bernardi, A. Dasgupta, E. Kasparavicius, T. Malinauskas, P. Caprioglio, O. Shargaieva, Y.-H. Lin, M. M. McCarthy, E. Unger, V. Getautis, A. Widmer-Cooper, L. M. Herz, H. J. Snaith, Chloride-Based Additive Engineering for Efficient and Stable Wide-Bandgap Perovskite Solar Cells. Adv. Mater. 2023, 35, 2211742."
283,FA0.83Cs0.17PbI1.8Br1.2,,ITO,C,BCP,,MeO-2PACz,,Ag,,spin,anisole,DMF/DMSO,100.0,30.0,1.13,16.7,0.79,14.0,"X. Shen, B. M. Gallant, P. Holzhey, J. A. Smith, K. A. Elmestekawy, Z. Yuan, P. V. G. M. Rathnayake, S. Bernardi, A. Dasgupta, E. Kasparavicius, T. Malinauskas, P. Caprioglio, O. Shargaieva, Y.-H. Lin, M. M. McCarthy, E. Unger, V. Getautis, A. Widmer-Cooper, L. M. Herz, H. J. Snaith, Chloride-Based Additive Engineering for Efficient and Stable Wide-Bandgap Perovskite Solar Cells. Adv. Mater. 2023, 35, 2211742."
284,FA0.83Cs0.17PbI1.8Br1.2,,ITO,C,BCP,,2PACz,,Ag,,spin,anisole,DMF/DMSO,100.0,30.0,1.21,17.0,0.75,15.2,"X. Shen, B. M. Gallant, P. Holzhey, J. A. Smith, K. A. Elmestekawy, Z. Yuan, P. V. G. M. Rathnayake, S. Bernardi, A. Dasgupta, E. Kasparavicius, T. Malinauskas, P. Caprioglio, O. Shargaieva, Y.-H. Lin, M. M. McCarthy, E. Unger, V. Getautis, A. Widmer-Cooper, L. M. Herz, H. J. Snaith, Chloride-Based Additive Engineering for Efficient and Stable Wide-Bandgap Perovskite Solar Cells. Adv. Mater. 2023, 35, 2211742."
285,FA0.83Cs0.17PbI1.8Br1.2,,ITO,C,BCP,,Me-2PACz,,Ag,,spin,anisole,DMF/DMSO,100.0,30.0,1.22,17.3,0.77,16.0,"X. Shen, B. M. Gallant, P. Holzhey, J. A. Smith, K. A. Elmestekawy, Z. Yuan, P. V. G. M. Rathnayake, S. Bernardi, A. Dasgupta, E. Kasparavicius, T. Malinauskas, P. Caprioglio, O. Shargaieva, Y.-H. Lin, M. M. McCarthy, E. Unger, V. Getautis, A. Widmer-Cooper, L. M. Herz, H. J. Snaith, Chloride-Based Additive Engineering for Efficient and Stable Wide-Bandgap Perovskite Solar Cells. Adv. Mater. 2023, 35, 2211742."
286,FA0.83Cs0.17PbI1.8Br1.2,,ITO,C,BCP,,Me-2PACz/MACl,,Ag,,spin,anisole,DMF/DMSO/MACl,150.0,10.0,1.25,17.2,0.78,17.0,"X. Shen, B. M. Gallant, P. Holzhey, J. A. Smith, K. A. Elmestekawy, Z. Yuan, P. V. G. M. Rathnayake, S. Bernardi, A. Dasgupta, E. Kasparavicius, T. Malinauskas, P. Caprioglio, O. Shargaieva, Y.-H. Lin, M. M. McCarthy, E. Unger, V. Getautis, A. Widmer-Cooper, L. M. Herz, H. J. Snaith, Chloride-Based Additive Engineering for Efficient and Stable Wide-Bandgap Perovskite Solar Cells. Adv. Mater. 2023, 35, 2211742."
287,Cs0.05FA0.88MA0.07PbI3,,FTO,PCBM,BCP,,MeO-4PACz,,Ag,one-step,spin,isopropanol ,DMF/DMSO,100.0,15.0,1.167,25.08,0.8401,24.29,"C. Tang, Y. Liu, Y. Zheng, A. Sun, J. Liang, X. Wu, C. Tian, Z. Li, J. Chen, J. Cai, X. Wu, C.-C. Chen, Infiltrated 2D/3D Heterojunction with Tunable Electric Field Landscape for Robust Inverted Perovskite Solar Cells with over 24% Efficiency. Small 2024, 2306978."
288,Cs0.05FA0.8MA0.15PbI2.85Br0.15,,FTO,SnO2,,,spiro-OMeOTAD,,Ag,,,,,,,1.09,24.02,0.76,19.93,"CHANG Q, AN Y, CAO H, et al. Precursor engineering enables high-performance all-inorganic CsPbIBr2 perovskite solar cells with a record efficiency approaching 13% [J]. Journal of Energy Chemistry, 2024, 90: 16-22."
289,CsPbIBr2,,FTO,c-TiO2,,,spiro-OMeOTAD,,Ag,two-step,spin,,DMSO,225.0,10.0,1.26,11.5,0.73,10.6,"CHANG Q, AN Y, CAO H, et al. Precursor engineering enables high-performance all-inorganic CsPbIBr2 perovskite solar cells with a record efficiency approaching 13% [J]. Journal of Energy Chemistry, 2024, 90: 16-22."
290,Cs0.05MA0.2375FA0.7125PbI2.7Br0.3,1.6,ITO,C,BCP,,PTAA,,Cu,two-step,spin,,DMF/NMP,100.0,30.0,1.08,20.8,0.767,17.3,"SALA J, HEYDARIAN M, LAMMAR S, et al. Compositional Investigation for Bandgap Engineering of Wide Bandgap Triple Cation Perovskite [J]. ACS Applied Energy Materials, 2021, 4(7): 6377-84."
291,Cs0.05MA0.2375FA0.7125PbI2.49Br0.51,1.65,ITO,C,BCP,,PTAA,,Cu,two-step,spin,,DMF/NMP,100.0,30.0,1.07,19.5,0.704,14.6,"SALA J, HEYDARIAN M, LAMMAR S, et al. Compositional Investigation for Bandgap Engineering of Wide Bandgap Triple Cation Perovskite [J]. ACS Applied Energy Materials, 2021, 4(7): 6377-84."
292,Cs0.05MA0.2375FA0.7125PbI2.4Br0.6,1.67,ITO,C,BCP,,PTAA,,Cu,two-step,spin,,DMF/NMP,100.0,30.0,1.11,18.8,0.714,14.9,"SALA J, HEYDARIAN M, LAMMAR S, et al. Compositional Investigation for Bandgap Engineering of Wide Bandgap Triple Cation Perovskite [J]. ACS Applied Energy Materials, 2021, 4(7): 6377-84."
293,Cs0.05MA0.2375FA0.7125PbI2.28Br0.72,1.68,ITO,C,BCP,,PTAA,,Cu,two-step,spin,,DMF/NMP,100.0,30.0,1.11,17.5,0.733,14.3,"SALA J, HEYDARIAN M, LAMMAR S, et al. Compositional Investigation for Bandgap Engineering of Wide Bandgap Triple Cation Perovskite [J]. ACS Applied Energy Materials, 2021, 4(7): 6377-84."
294,Cs0.05MA0.2375FA0.7125PbI2.1Br0.9,1.73,ITO,C,BCP,,PTAA,,Cu,two-step,spin,,DMF/NMP,100.0,30.0,1.13,15.0,0.66,11.2,"SALA J, HEYDARIAN M, LAMMAR S, et al. Compositional Investigation for Bandgap Engineering of Wide Bandgap Triple Cation Perovskite [J]. ACS Applied Energy Materials, 2021, 4(7): 6377-84."
295,Cs0.15MA0.2125FA0.6375PbI2.7Br0.3,1.63,ITO,C,BCP,,PTAA,,Cu,two-step,spin,,DMF/NMP,100.0,30.0,1.06,21.2,0.722,16.2,"SALA J, HEYDARIAN M, LAMMAR S, et al. Compositional Investigation for Bandgap Engineering of Wide Bandgap Triple Cation Perovskite [J]. ACS Applied Energy Materials, 2021, 4(7): 6377-84."
296,Cs0.15MA0.2125FA0.6375PbI2.49Br0.51,1.65,ITO,C,BCP,,PTAA,,Cu,two-step,spin,,DMF/NMP,100.0,30.0,1.09,20.3,0.757,16.8,"SALA J, HEYDARIAN M, LAMMAR S, et al. Compositional Investigation for Bandgap Engineering of Wide Bandgap Triple Cation Perovskite [J]. ACS Applied Energy Materials, 2021, 4(7): 6377-84."
297,Cs0.15MA0.2125FA0.6375PbI2.4Br0.6,1.68,ITO,C,BCP,,PTAA,,Cu,two-step,spin,,DMF/NMP,100.0,30.0,1.1,19.9,0.737,16.1,"SALA J, HEYDARIAN M, LAMMAR S, et al. Compositional Investigation for Bandgap Engineering of Wide Bandgap Triple Cation Perovskite [J]. ACS Applied Energy Materials, 2021, 4(7): 6377-84."
298,Cs0.15MA0.2125FA0.6375PbI2.28Br0.72,1.71,ITO,C,BCP,,PTAA,,Cu,two-step,spin,,DMF/NMP,100.0,30.0,1.09,18.7,0.724,14.9,"SALA J, HEYDARIAN M, LAMMAR S, et al. Compositional Investigation for Bandgap Engineering of Wide Bandgap Triple Cation Perovskite [J]. ACS Applied Energy Materials, 2021, 4(7): 6377-84."
299,Cs0.15MA0.2125FA0.6375PbI2.1Br0.9,1.74,ITO,C,BCP,,PTAA,,Cu,two-step,spin,,DMF/NMP,100.0,30.0,1.11,18.0,0.719,14.4,"SALA J, HEYDARIAN M, LAMMAR S, et al. Compositional Investigation for Bandgap Engineering of Wide Bandgap Triple Cation Perovskite [J]. ACS Applied Energy Materials, 2021, 4(7): 6377-84."
300,Cs0.25MA0.1875FA0.5625PbI2.7Br0.3,1.64,ITO,C,BCP,,PTAA,,Cu,two-step,spin,,DMF/NMP,100.0,30.0,1.07,19.9,0.805,17.1,"SALA J, HEYDARIAN M, LAMMAR S, et al. Compositional Investigation for Bandgap Engineering of Wide Bandgap Triple Cation Perovskite [J]. ACS Applied Energy Materials, 2021, 4(7): 6377-84."
301,Cs0.25MA0.1875FA0.5625PbI2.49Br0.51,1.68,ITO,C,BCP,,PTAA,,Cu,two-step,spin,,DMF/NMP,100.0,30.0,1.13,18.1,0.674,13.8,"SALA J, HEYDARIAN M, LAMMAR S, et al. Compositional Investigation for Bandgap Engineering of Wide Bandgap Triple Cation Perovskite [J]. ACS Applied Energy Materials, 2021, 4(7): 6377-84."
302,Cs0.25MA0.1875FA0.5625PbI2.4Br0.6,1.7,ITO,C,BCP,,PTAA,,Cu,two-step,spin,,DMF/NMP,100.0,30.0,1.12,17.8,0.705,14.1,"SALA J, HEYDARIAN M, LAMMAR S, et al. Compositional Investigation for Bandgap Engineering of Wide Bandgap Triple Cation Perovskite [J]. ACS Applied Energy Materials, 2021, 4(7): 6377-84."
303,Cs0.25MA0.1875FA0.5625PbI2.28Br0.72,1.72,ITO,C,BCP,,PTAA,,Cu,two-step,spin,,DMF/NMP,100.0,30.0,1.12,17.9,0.764,15.3,"SALA J, HEYDARIAN M, LAMMAR S, et al. Compositional Investigation for Bandgap Engineering of Wide Bandgap Triple Cation Perovskite [J]. ACS Applied Energy Materials, 2021, 4(7): 6377-84."
304,Cs0.25MA0.1875FA0.5625PbI2.1Br0.9,1.76,ITO,C,BCP,,PTAA,,Cu,two-step,spin,,DMF/NMP,100.0,30.0,1.17,16.7,0.696,13.6,"SALA J, HEYDARIAN M, LAMMAR S, et al. Compositional Investigation for Bandgap Engineering of Wide Bandgap Triple Cation Perovskite [J]. ACS Applied Energy Materials, 2021, 4(7): 6377-84."
305,Cs0.2134FA0.7566Pb0.97I2.473Br0.4365MA0.03Pb0.03Cl0.09,1.67,,,,,,,,,,,,,,1.22,20.2,0.832,20.4,
306,Cs0.05FA0.7885MA0.1615PbI2.46Br0.54,1.63,,,,,,,,,,,,,,1.1,21.6,0.779,18.4,
307,Cs0.15FA0.7055MA0.1445PbI2.1Br0.9,1.7,,,,,,,,,,,,,,1.19,18.7,0.802,18.6,
308,Cs0.17FA0.83PbI1.8Br1.2,1.75,,,,,,,,,,,,,,1.2,19.8,0.751,17.1,
309,Cs0.3FA0.6MA0.1PbI2.4Br0.6,1.7,,,,,,,,,,,,,,1.2,19.6,0.82,19.2,
310,Cs0.1FA0.75MA0.15PbI2.01Br0.99,1.73,,,,,,,,,,,,,,1.13,,,17.3,
311,Cs0.15FA0.65MA0.2PbI2.4Br0.6,1.68,,,,,,,,,,,,,,1.17,21.2,0.798,19.8,
312,Cs0.05FA0.8MA0.15PbI2.85Br0.15,1.5685,ITO,TiO2,,,CuSCN,,Cu,,,,,,,1.02,18.875,0.769,14.812,
313,Cs0.05FA0.8MA0.15PbI2.52Br0.48,1.6312,ITO,TiO2,,,CuSCN,,Cu,,,,,,,1.1,18.503,0.739,15.054,
314,Cs0.05FA0.8MA0.15PbI2.4Br0.6,1.654,ITO,TiO2,,,CuSCN,,Cu,,,,,,,1.14,16.927,0.727,14.024,
315,Cs0.05FA0.8MA0.15PbI1.8Br1.2,1.768,ITO,TiO2,,,CuSCN,,Cu,,,,,,,1.32,14.899,0.651,12.803,
316,Cs0.05MA0.15FA0.85PbI2.55Br0.45,1.61,,,,,,,,,,,,,,,,,,
317,Cs0.05MA0.15FA0.8PbI2.25Br0.75,1.65,,,,,,,,,,,,,,1.22,21.2,0.76,20.8,
318,MAPbI3,1.6,,,,,,,,,,,,,,1.26,20.7,0.8,20.7,
319,FA0.8075PbI2.508MAPbBr0.45,1.62,,,,,,,,,,,,,,1.2,22.5,0.78,21.1,
320,Cs0.05FA0.81MA0.14PbI2.55Br0.45,1.57,,,,,,,,,,,,,,1.23,22.16,0.78,21.1,
321,Cs0.05Pb0.05I0.15FA0.8075MA0.1425Pb0.95I2.422Br0.4275,1.65,,,,,,,,,,,,,,1.59,1.21,22.59,0.81,
322,Cs0.13FA0.77PbI2.46Br0.54,1.62,,,,,,,,,,,,,,1.25,22.3,0.8,22.3,
323,Cs0.03FA0.9409MA0.0291PbI2.91Br0.09,1.53,,,,,,,,,,,,,,1.21,24.6,0.8,23.8,
324,Cs0.05MA0.15FA0.80PbI2.55Br0.45,1.63,,,,,,,,,,,,,,1.24,22.8,0.78,22.1,
325,Cs0.05MA0.15FA0.80PbI2.85Br0.15,1.55,,,,,,,,,,,,,,1.18,24.1,0.83,23.7,
