Article,Cs,FA,MA,Pb,I,Br,Perovskite,structure,bandgap,substrate,ETL,ETL-2,ETLthickness,HTL,HTLthickness,electrode,depositionProcedure,depositionMethod,Anti-solvent,PrecursorSolvent,AnnealingTemperature,AnnealingTime,Jsc,Voc,FF,PCE
"PYDZIŃSKA-BIAŁEK K, DRUSHLIAK V, COY E, et al. Understanding the Interfaces between Triple-Cation Perovskite and Electron or Hole Transporting Material [J]. ACS Applied Materials & Interfaces, 2020, 12(27): 30399-410.",0.05,0.76,0.19,1.0,2.43,0.57,FA0.76MA0.19Cs0.05PbI2.43Br0.57,1,,FTO,c-TiO2,mp-TiO2,,TPB,,Au,two-step,spin,CB,DMF/DMSO,,,18.5,0.991,0.7,12.59
"M. Afzaal, H. M. Yates, A. Walter and S. Nicolay, ""Improved FTO/NiOx Interfaces for Inverted Planar Triple-Cation Perovskite Solar Cells,"" in IEEE Journal of Photovoltaics, vol. 9, no. 5, pp. 1302-1308, Sept. 2019, doi: 10.1109/JPHOTOV.2019.2927927.",0.05,0.7885,0.1615,1.0,2.49,0.51,Cs0.05MA0.1615FA0.7885PbI2.49Br0.51,0,,FTO,C,,,NiOx,,Ag,two-step,spin,CB,DMF/DMSO,100.0,60.0,20.29,,,13.7
"Longeaud, C., Ramos, F.J., Rebai, A. and Rousset, J. (2018), Impact of Environmental Stresses Onto Transport Properties of Hybrid Perovskite Investigated by Steady State Photocarrier Grating and Steady State Photocurrent Techniques. Sol. RRL, 2: 1800192.",0.05,0.7885,0.1615,1.0,2.49,0.51,Cs0.05MA0.1615FA0.7885PbI2.49Br0.51,1,,FTO,c-TiO2,mp-TiO2,,spiro,,Au,two-step,spin,CB,DMF/DMSO,100.0,30.0,22.4,1.1,0.78,19.2
"Longeaud, C., Ramos, F.J., Rebai, A. and Rousset, J. (2018), Impact of Environmental Stresses Onto Transport Properties of Hybrid Perovskite Investigated by Steady State Photocarrier Grating and Steady State Photocurrent Techniques. Sol. RRL, 2: 1800192.",0.0,0.83,0.17,1.0,2.49,0.51,MA0.17FA0.83PbI2.49Br0.51,1,,FTO,c-TiO2,mp-TiO2,,spiro,,Au,two-step,spin,CB,DMF/DMSO,100.0,30.0,19.2,1.1,0.77,16.3
"Ašmontas S, Čerškus A, Gradauskas J, Grigucevičienė A, Juškėnas R, Leinartas K, Lučun A, Petrauskas K, Selskis A, Staišiūnas L, et al. Photoelectric Properties of Planar and Mesoporous Structured Perovskite Solar Cells. Materials. 2022; 15(12):4300.",0.1,0.747,0.153,1.0,2.49,0.51,Cs0.1MA0.153FA0.747PbI2.49Br0.51,1,,FTO,c-TiO2,,,spiro,,Cu,two-step,spin,CB,DMF/DMSO,100.0,60.0,18,1.09,0.72,14.1
"Ašmontas S, Čerškus A, Gradauskas J, Grigucevičienė A, Juškėnas R, Leinartas K, Lučun A, Petrauskas K, Selskis A, Staišiūnas L, et al. Photoelectric Properties of Planar and Mesoporous Structured Perovskite Solar Cells. Materials. 2022; 15(12):4300.",0.1,0.747,0.153,1.0,2.49,0.51,Cs0.1MA0.153FA0.747PbI2.49Br0.51,1,,FTO,c-TiO2,mp-TiO2,,spiro,,Cu,two-step,spin,CB,DMF/DMSO,100.0,60.0,23.5,1.11,0.77,20.0
"Ašmontas S, Čerškus A, Gradauskas J, Grigucevičienė A, Juškėnas R, Leinartas K, Lučun A, Petrauskas K, Selskis A, Staišiūnas L, et al. Photoelectric Properties of Planar and Mesoporous Structured Perovskite Solar Cells. Materials. 2022; 15(12):4300.",0.1,0.747,0.153,1.0,2.49,0.51,Cs0.1MA0.153FA0.747PbI2.49Br0.51,1,,FTO,ALD-TiO2,,,spiro,,Cu,two-step,spin,CB,DMF/DMSO,100.0,60.0,15.1,1.03,0.63,9.8
"Ašmontas S, Čerškus A, Gradauskas J, Grigucevičienė A, Juškėnas R, Leinartas K, Lučun A, Petrauskas K, Selskis A, Staišiūnas L, et al. Photoelectric Properties of Planar and Mesoporous Structured Perovskite Solar Cells. Materials. 2022; 15(12):4300.",0.1,0.747,0.153,1.0,2.49,0.51,Cs0.1MA0.153FA0.747PbI2.49Br0.51,1,,FTO,ALD-TiO2,mp-TiO2,,spiro,,Cu,two-step,spin,CB,DMF/DMSO,100.0,60.0,21.8,1.1,0.73,17.5
"LIU X, WU J, GUO Q, et al. Pyrrole: an additive for improving the efficiency and stability of perovskite solar cells [J]. Journal of Materials Chemistry A, 2019, 7(19): 11764-70.",0.05,0.8,0.15,1.0,2.55,0.45,Cs0.05FA0.8MA0.15PbI2.55Br0.45,1,,FTO,c-TiO2,,,spiro,,Au,two-step,spin,CB,DMF/DMSO,100.0,60.0,22.39,1.104,0.75,18.24
"LIU X, WU J, GUO Q, et al. Pyrrole: an additive for improving the efficiency and stability of perovskite solar cells [J]. Journal of Materials Chemistry A, 2019, 7(19): 11764-70.",0.05,0.8,0.15,1.0,2.55,0.45,Cs0.05FA0.8MA0.15PbI2.55Br0.45,1,,FTO,c-TiO2,,,spiro,,Au,two-step,spin,CB,DMF/DMSO/0.15Pr,100.0,60.0,22.51,1.116,0.76,18.97
"LIU X, WU J, GUO Q, et al. Pyrrole: an additive for improving the efficiency and stability of perovskite solar cells [J]. Journal of Materials Chemistry A, 2019, 7(19): 11764-70.",0.05,0.8,0.15,1.0,2.55,0.45,Cs0.05FA0.8MA0.15PbI2.55Br0.45,1,,FTO,c-TiO2,,,spiro,,Au,two-step,spin,CB,DMF/DMSO/0.3Pr,100.0,60.0,22.82,1.145,0.76,19.79
"LIU X, WU J, GUO Q, et al. Pyrrole: an additive for improving the efficiency and stability of perovskite solar cells [J]. Journal of Materials Chemistry A, 2019, 7(19): 11764-70.",0.05,0.8,0.15,1.0,2.55,0.45,Cs0.05FA0.8MA0.15PbI2.55Br0.45,1,,FTO,c-TiO2,,,spiro,,Au,one-step,spin,CB,DMF/DMSO/0.6Pr,100.0,60.0,22.31,1.085,0.76,18.04
"El-naggar, A.M., Osman, M.M., Alanazi, A.Q. et al. Spectroscopic ellipsometry and solar cell performance of Cs-doped MA0.05FA0.95Pb(I0.98Br0.02)3 triple cation perovskite thin films for solar cell applications. Appl. Phys. A 128, 378 (2022).",0.0,0.95,0.05,1.0,2.94,0.06,FA0.95MA0.05PbBr0.06I2.94,1,,FTO,c-TiO2,mp-TiO2,,spiro,,Au,one-step,spin,CB,DMF/DMSO,150.0,30.0,20.18,0.972,0.665,13.04
"ZHANG Z, LIU H, TANG Y, et al. Organic compound passivation for perovskite solar cells with improving stability and photoelectric performance [J]. Solar Energy, 2022, 231: 414-9.",0.06,0.8,0.14,1.0,2.58,0.42,Cs0.06FA0.8MA0.14PbI2.58Br0.42,1,,FTO,TiO2,,,spiro,,Ag,two-step,spin,CB,DMF/DMSO,100.0,30.0,23.06,1.09,0.779,19.61
"ZHANG Z, LIU H, TANG Y, et al. Organic compound passivation for perovskite solar cells with improving stability and photoelectric performance [J]. Solar Energy, 2022, 231: 414-9.",0.06,0.8,0.14,1.0,2.58,0.42,Cs0.06FA0.8MA0.14PbI2.58Br0.42,1,,FTO,TiO2,,,spiro,,Ag,two-step,spin,CB,DMF/DMSO/TPL,100.0,30.0,23.46,1.12,0.807,21.38
"ZHANG Z, LIU H, TANG Y, et al. Organic compound passivation for perovskite solar cells with improving stability and photoelectric performance [J]. Solar Energy, 2022, 231: 414-9.",0.06,0.8,0.14,1.0,2.58,0.42,Cs0.06FA0.8MA0.14PbI2.58Br0.42,1,,FTO,TiO2,,,spiro,,Ag,two-step,spin,CB,DMF/DMSO/0.5APL,100.0,30.0,23.65,1.1,0.814,21.37
"ZHANG Z, LIU H, TANG Y, et al. Organic compound passivation for perovskite solar cells with improving stability and photoelectric performance [J]. Solar Energy, 2022, 231: 414-9.",0.06,0.8,0.14,1.0,2.58,0.42,Cs0.06FA0.8MA0.14PbI2.58Br0.42,1,,FTO,TiO2,,,spiro,,Ag,two-step,spin,CB,DMF/DMSO/APL,100.0,30.0,23.86,1.13,0.818,22.1
"ZHANG Z, LIU H, TANG Y, et al. Organic compound passivation for perovskite solar cells with improving stability and photoelectric performance [J]. Solar Energy, 2022, 231: 414-9.",0.06,0.8,0.14,1.0,2.58,0.42,Cs0.06FA0.8MA0.14PbI2.58Br0.42,1,,FTO,TiO2,,,spiro,,Ag,two-step,spin,CB,DMF/DMSO/1.5APL,100.0,30.0,23.53,1.09,0.816,20.97
"ZHANG Z, LIU H, TANG Y, et al. Organic compound passivation for perovskite solar cells with improving stability and photoelectric performance [J]. Solar Energy, 2022, 231: 414-9.",0.06,0.8,0.14,1.0,2.58,0.42,Cs0.06FA0.8MA0.14PbI2.58Br0.42,1,,FTO,TiO2,,,spiro,,Ag,two-step,spin,CB,DMF/DMSO/3APL,100.0,30.0,23.83,1.09,0.792,20.59
"MENG J, WANG Z, WANG S, et al. Improving efficiency of polymer hole transport layer based perovskite solar cells via interfacial modification [J]. Synthetic Metals, 2023, 292: 117247.",0.065,0.6545,0.2805,1.0,2.67,0.33,Cs0.065FA0.6545MA0.2805PbI2.67Br0.33,1,,ITO,SnO2,,,P3HT/MoO3,,Al,two-step,spin,,DMF/DMSO,150.0,15.0,21.12,1.02,0.6057,12.87
"MENG J, WANG Z, WANG S, et al. Improving efficiency of polymer hole transport layer based perovskite solar cells via interfacial modification [J]. Synthetic Metals, 2023, 292: 117247.",0.065,0.6545,0.2805,1.0,2.67,0.33,Cs0.065FA0.6545MA0.2805PbI2.67Br0.33,1,,ITO,SnO2,,,PeRyLene/P3HT/MoO3,,Al,two-step,spin,,DMF/DMSO,150.0,15.0,22.23,1.04,0.6215,14.04
"MENG J, WANG Z, WANG S, et al. Improving efficiency of polymer hole transport layer based perovskite solar cells via interfacial modification [J]. Synthetic Metals, 2023, 292: 117247.",0.065,0.6545,0.2805,1.0,2.67,0.33,Cs0.065FA0.6545MA0.2805PbI2.67Br0.33,1,,ITO,SnO2,,,2PeRyLene/P3HT/MoO3,,Al,two-step,spin,,DMF/DMSO,150.0,15.0,22.43,1.03,0.6248,14.24
"MENG J, WANG Z, WANG S, et al. Improving efficiency of polymer hole transport layer based perovskite solar cells via interfacial modification [J]. Synthetic Metals, 2023, 292: 117247.",0.065,0.6545,0.2805,1.0,2.67,0.33,Cs0.065FA0.6545MA0.2805PbI2.67Br0.33,1,,ITO,SnO2,,,3PeRyLene/P3HT/MoO3,,Al,two-step,spin,,DMF/DMSO,150.0,15.0,23.43,1.02,0.6196,15.06
"MENG J, WANG Z, WANG S, et al. Improving efficiency of polymer hole transport layer based perovskite solar cells via interfacial modification [J]. Synthetic Metals, 2023, 292: 117247.",0.065,0.6545,0.2805,1.0,2.67,0.33,Cs0.065FA0.6545MA0.2805PbI2.67Br0.33,1,,ITO,SnO2,,,4PeRyLene/P3HT/MoO3,,Al,two-step,spin,,DMF/DMSO,150.0,15.0,22.36,1.02,0.6199,14.19
"JIA J, DONG J, SHI B, et al. Postpassivation of Cs0.05(FA0.83MA0.17)0.95Pb(I0.83Br0.17)3 Perovskite Films with Tris(pentafluorophenyl)borane [J]. ACS Applied Materials & Interfaces, 2021, 13(2): 2472-82.",0.05,0.7885,0.1615,1.0,2.49,0.51, Cs0.05FA0.7885MA0.1615PbI2.49Br0.51,1,,ITO,SnO2,,,spiro,,Au,two-step,spin,CB,DMF/DMSO,110.0,50.0,22.25,1.116,0.768,19.07
"JIA J, DONG J, SHI B, et al. Postpassivation of Cs0.05(FA0.83MA0.17)0.95Pb(I0.83Br0.17)3 Perovskite Films with Tris(pentafluorophenyl)borane [J]. ACS Applied Materials & Interfaces, 2021, 13(2): 2472-82.",0.05,0.7885,0.1615,1.0,2.49,0.51, Cs0.05FA0.7885MA0.1615PbI2.49Br0.51,1,,ITO,SnO2,,,3TPFPB/spiro,,Au,two-step,spin,CB,DMF/DMSO,110.0,50.0,23.09,1.137,0.763,20.04
"JIA J, DONG J, SHI B, et al. Postpassivation of Cs0.05(FA0.83MA0.17)0.95Pb(I0.83Br0.17)3 Perovskite Films with Tris(pentafluorophenyl)borane [J]. ACS Applied Materials & Interfaces, 2021, 13(2): 2472-82.",0.05,0.7885,0.1615,1.0,2.49,0.51, Cs0.05FA0.7885MA0.1615PbI2.49Br0.51,1,,ITO,SnO2,,,5TPFPB/spiro,,Au,two-step,spin,CB,DMF/DMSO,110.0,50.0,23.74,1.16,0.778,21.42
"JIA J, DONG J, SHI B, et al. Postpassivation of Cs0.05(FA0.83MA0.17)0.95Pb(I0.83Br0.17)3 Perovskite Films with Tris(pentafluorophenyl)borane [J]. ACS Applied Materials & Interfaces, 2021, 13(2): 2472-82.",0.05,0.7885,0.1615,1.0,2.49,0.51, Cs0.05FA0.7885MA0.1615PbI2.49Br0.51,1,,ITO,SnO2,,,7TPFPB/spiro,,Au,two-step,spin,CB,DMF/DMSO,110.0,50.0,22.81,1.152,0.772,20.28
"MUTLU A, YEŞIL T, KIYMAZ D, et al. Approach To Enhance the Stability and Efficiency of Triple-Cation Perovskite Solar Cells by Reactive Antisolvents [J]. ACS Applied Energy Materials, 2021, 4(1): 47-60.",0.05,0.7885,0.1615,1.0,2.49,0.51,Cs0.05FA0.7885MA0.1615PbI2.49Br0.51,1,,FTO,Li-TiO2,,,spiro,,Au,one-step,coat,CB,DMF/DMSO,100.0,60.0,23.3,1.08,0.738,17.3
"MUTLU A, YEŞIL T, KIYMAZ D, et al. Approach To Enhance the Stability and Efficiency of Triple-Cation Perovskite Solar Cells by Reactive Antisolvents [J]. ACS Applied Energy Materials, 2021, 4(1): 47-60.",0.05,0.7885,0.1615,1.0,2.49,0.51,Cs0.05FA0.7885MA0.1615PbI2.49Br0.51,1,,FTO,Li-TiO2,,,spiro,,Au,one-step,coat,BCl,DMF/DMSO,100.0,60.0,23.1,1.09,0.627,15.7
"MUTLU A, YEŞIL T, KIYMAZ D, et al. Approach To Enhance the Stability and Efficiency of Triple-Cation Perovskite Solar Cells by Reactive Antisolvents [J]. ACS Applied Energy Materials, 2021, 4(1): 47-60.",0.05,0.7885,0.1615,1.0,2.49,0.51,Cs0.05FA0.7885MA0.1615PbI2.49Br0.51,1,,FTO,Li-TiO2,,,spiro,,Au,one-step,coat,BBr,DMF/DMSO,100.0,60.0,24.8,1.1,0.696,18.3
"H. B. Lee, M.-K. Jeon, N. Kumar, B. Tyagi, J.-W. Kang, Boosting the Efficiency of SnO2-Triple Cation Perovskite System Beyond 20% Using Nonhalogenated Antisolvent. Adv. Funct. Mater. 2019, 29, 1903213.",0.0,0.85,0.15,1.0,2.55,0.45,FA0.85Pb0.85I2.55MA0.15Pb0.15Br0.45,1,,ITO,SnO2,,,spiro,,Au,two-step,spin,EA,DMF/DMSO,130.0,30.0,20.92,1.12,0.6557,15.46
"H. B. Lee, M.-K. Jeon, N. Kumar, B. Tyagi, J.-W. Kang, Boosting the Efficiency of SnO2-Triple Cation Perovskite System Beyond 20% Using Nonhalogenated Antisolvent. Adv. Funct. Mater. 2019, 29, 1903213.",0.0,0.85,0.15,1.0,2.55,0.45,FA0.85Pb0.85I2.55MA0.15Pb0.15Br0.45,1,,ITO,SnO2,,,spiro,,Au,two-step,spin,EA/0.1Hex,DMF/DMSO,130.0,30.0,21.68,1.14,0.6744,16.88
"H. B. Lee, M.-K. Jeon, N. Kumar, B. Tyagi, J.-W. Kang, Boosting the Efficiency of SnO2-Triple Cation Perovskite System Beyond 20% Using Nonhalogenated Antisolvent. Adv. Funct. Mater. 2019, 29, 1903213.",0.0,0.85,0.15,1.0,2.55,0.45,FA0.85Pb0.85I2.55MA0.15Pb0.15Br0.45,1,,ITO,SnO2,,,spiro,,Au,two-step,spin,EA/0.2Hex,DMF/DMSO,130.0,30.0,21.95,1.15,0.7057,17.75
"H. B. Lee, M.-K. Jeon, N. Kumar, B. Tyagi, J.-W. Kang, Boosting the Efficiency of SnO2-Triple Cation Perovskite System Beyond 20% Using Nonhalogenated Antisolvent. Adv. Funct. Mater. 2019, 29, 1903213.",0.0,0.85,0.15,1.0,2.55,0.45,FA0.85Pb0.85I2.55MA0.15Pb0.15Br0.45,1,,ITO,SnO2,,,spiro,,Au,two-step,spin,EA/0.3Hex,DMF/DMSO,130.0,30.0,22.56,1.15,0.7263,18.37
"H. B. Lee, M.-K. Jeon, N. Kumar, B. Tyagi, J.-W. Kang, Boosting the Efficiency of SnO2-Triple Cation Perovskite System Beyond 20% Using Nonhalogenated Antisolvent. Adv. Funct. Mater. 2019, 29, 1903213.",0.0,0.85,0.15,1.0,2.55,0.45,FA0.85Pb0.85I2.55MA0.15Pb0.15Br0.45,1,,ITO,SnO2,,,spiro,,Au,two-step,spin,EA/0.4Hex,DMF/DMSO,130.0,30.0,21.74,1.16,0.6985,17.52
"H. B. Lee, M.-K. Jeon, N. Kumar, B. Tyagi, J.-W. Kang, Boosting the Efficiency of SnO2-Triple Cation Perovskite System Beyond 20% Using Nonhalogenated Antisolvent. Adv. Funct. Mater. 2019, 29, 1903213.",0.0,0.85,0.15,1.0,2.55,0.45,FA0.85Pb0.85I2.55MA0.15Pb0.15Br0.45,1,,ITO,SnO2,,,spiro,,Au,two-step,spin,CB,DMF/DMSO,130.0,30.0,22.13,1.15,0.7141,18.17
"H. B. Lee, M.-K. Jeon, N. Kumar, B. Tyagi, J.-W. Kang, Boosting the Efficiency of SnO2-Triple Cation Perovskite System Beyond 20% Using Nonhalogenated Antisolvent. Adv. Funct. Mater. 2019, 29, 1903213.",0.0,0.85,0.15,1.0,2.55,0.45,FA0.85Pb0.85I2.55MA0.15Pb0.15Br0.45,1,,ITO,SnO2,,,spiro,,Au,two-step,spin,TL,DMF/DMSO,130.0,30.0,20.92,1.11,0.7322,17.01
"Vafaei, S., Hekmatshoar, M.H. & Abbasi, F. Poly(3-dodecylthiophene)-grafted multi-walled carbon nanotubes: an additive for improving charge transport properties of triple cation perovskite solar cells. J Mater Sci: Mater Electron 34, 1050 (2023).",0.05,0.79,0.16,1.0,2.5,0.5,Cs0.05FA0.79MA0.16PbI2.5Br0.5,1,,ITO,TiO2,,,ClS,,Au,two-step,spin,CB,DMF/DMSO/MWCNT-g-PDDT,100.0,60.0,19.4,1.04,0.71,14.39
"Vafaei, S., Hekmatshoar, M.H. & Abbasi, F. Poly(3-dodecylthiophene)-grafted multi-walled carbon nanotubes: an additive for improving charge transport properties of triple cation perovskite solar cells. J Mater Sci: Mater Electron 34, 1050 (2023).",0.05,0.79,0.16,1.0,2.5,0.5,Cs0.05FA0.79MA0.16PbI2.5Br0.5,1,,ITO,TiO2,,,ClS,,Au,two-step,spin,CB,DMF/DMSO,100.0,60.0,17.36,1.03,0.71,12.77
"X. Shen, B. M. Gallant, P. Holzhey, J. A. Smith, K. A. Elmestekawy, Z. Yuan, P. V. G. M. Rathnayake, S. Bernardi, A. Dasgupta, E. Kasparavicius, T. Malinauskas, P. Caprioglio, O. Shargaieva, Y.-H. Lin, M. M. McCarthy, E. Unger, V. Getautis, A. Widmer-Cooper, L. M. Herz, H. J. Snaith, Chloride-Based Additive Engineering for Efficient and Stable Wide-Bandgap Perovskite Solar Cells. Adv. Mater. 2023, 35, 2211742.",0.17,0.83,0.0,1.0,1.8,1.2,FA0.83Cs0.17PbI1.8Br1.2,0,,ITO,C,BCP,,PTAA,,Ag,,spin,ANI,DMF/DMSO,100.0,30.0,16.1,1.08,0.75,12.7
"X. Shen, B. M. Gallant, P. Holzhey, J. A. Smith, K. A. Elmestekawy, Z. Yuan, P. V. G. M. Rathnayake, S. Bernardi, A. Dasgupta, E. Kasparavicius, T. Malinauskas, P. Caprioglio, O. Shargaieva, Y.-H. Lin, M. M. McCarthy, E. Unger, V. Getautis, A. Widmer-Cooper, L. M. Herz, H. J. Snaith, Chloride-Based Additive Engineering for Efficient and Stable Wide-Bandgap Perovskite Solar Cells. Adv. Mater. 2023, 35, 2211742.",0.17,0.83,0.0,1.0,1.8,1.2,FA0.83Cs0.17PbI1.8Br1.2,0,,ITO,C,BCP,,MeO-2PACz,,Ag,,spin,ANI,DMF/DMSO,100.0,30.0,16.7,1.13,0.79,14.0
"X. Shen, B. M. Gallant, P. Holzhey, J. A. Smith, K. A. Elmestekawy, Z. Yuan, P. V. G. M. Rathnayake, S. Bernardi, A. Dasgupta, E. Kasparavicius, T. Malinauskas, P. Caprioglio, O. Shargaieva, Y.-H. Lin, M. M. McCarthy, E. Unger, V. Getautis, A. Widmer-Cooper, L. M. Herz, H. J. Snaith, Chloride-Based Additive Engineering for Efficient and Stable Wide-Bandgap Perovskite Solar Cells. Adv. Mater. 2023, 35, 2211742.",0.17,0.83,0.0,1.0,1.8,1.2,FA0.83Cs0.17PbI1.8Br1.2,0,,ITO,C,BCP,,2PACz,,Ag,,spin,ANI,DMF/DMSO,100.0,30.0,17,1.21,0.75,15.2
"X. Shen, B. M. Gallant, P. Holzhey, J. A. Smith, K. A. Elmestekawy, Z. Yuan, P. V. G. M. Rathnayake, S. Bernardi, A. Dasgupta, E. Kasparavicius, T. Malinauskas, P. Caprioglio, O. Shargaieva, Y.-H. Lin, M. M. McCarthy, E. Unger, V. Getautis, A. Widmer-Cooper, L. M. Herz, H. J. Snaith, Chloride-Based Additive Engineering for Efficient and Stable Wide-Bandgap Perovskite Solar Cells. Adv. Mater. 2023, 35, 2211742.",0.17,0.83,0.0,1.0,1.8,1.2,FA0.83Cs0.17PbI1.8Br1.2,0,,ITO,C,BCP,,Me-2PACz,,Ag,,spin,ANI,DMF/DMSO,100.0,30.0,17.3,1.22,0.77,16.0
"X. Shen, B. M. Gallant, P. Holzhey, J. A. Smith, K. A. Elmestekawy, Z. Yuan, P. V. G. M. Rathnayake, S. Bernardi, A. Dasgupta, E. Kasparavicius, T. Malinauskas, P. Caprioglio, O. Shargaieva, Y.-H. Lin, M. M. McCarthy, E. Unger, V. Getautis, A. Widmer-Cooper, L. M. Herz, H. J. Snaith, Chloride-Based Additive Engineering for Efficient and Stable Wide-Bandgap Perovskite Solar Cells. Adv. Mater. 2023, 35, 2211742.",0.17,0.83,0.0,1.0,1.8,1.2,FA0.83Cs0.17PbI1.8Br1.2,0,,ITO,C,BCP,,Me-2PACz/MACl,,Ag,,spin,ANI,DMF/DMSO/MACl,150.0,10.0,17.2,1.25,0.78,17.0
"C. Tang, Y. Liu, Y. Zheng, A. Sun, J. Liang, X. Wu, C. Tian, Z. Li, J. Chen, J. Cai, X. Wu, C.-C. Chen, Infiltrated 2D/3D Heterojunction with Tunable Electric Field Landscape for Robust Inverted Perovskite Solar Cells with over 24% Efficiency. Small 2024, 2306978.",0.05,0.88,0.07,1.0,3.0,0.0,Cs0.05FA0.88MA0.07PbI3,0,,FTO,PCBM,BCP,,MeO-4PACz,,Ag,one-step,spin,isopropanol ,DMF/DMSO,100.0,15.0,25.08,1.167,0.8401,24.29
"CHANG Q, AN Y, CAO H, et al. Precursor engineering enables high-performance all-inorganic CsPbIBr2 perovskite solar cells with a record efficiency approaching 13% [J]. Journal of Energy Chemistry, 2024, 90: 16-22.",0.05,0.8,0.15,1.0,2.85,0.15,Cs0.05FA0.8MA0.15PbI2.85Br0.15,1,,FTO,SnO2,,,spiro,,Ag,,,,,,,24.02,1.09,0.76,19.93
"CHANG Q, AN Y, CAO H, et al. Precursor engineering enables high-performance all-inorganic CsPbIBr2 perovskite solar cells with a record efficiency approaching 13% [J]. Journal of Energy Chemistry, 2024, 90: 16-22.",1.0,0.0,0.0,1.0,1.0,2.0,CsPbIBr2,1,,FTO,c-TiO2,,,spiro,,Ag,two-step,spin,,DMSO,225.0,10.0,11.5,1.26,0.73,10.6
"Yang, Z., Rajagopal, A., Chueh, C.-C., Jo, S.B., Liu, B., Zhao, T. and Jen, A.K.-.-Y. (2016), Stable Low-Bandgap Pb–Sn Binary Perovskites for Tandem Solar Cells. Adv. Mater., 28: 8990-8997.",0.0,0.0,1.0,1.0,3.0,0.0,MAPbI3,0,1.6,ITO,PCBM,,,PEDOT:PSS,,Ag,two-step,spin,CB,DMF/DMSO,100.0,10.0,19.6,0.92,0.73,14.07
"Pellet, N., Gao, P., Gregori, G., Yang, T.-Y., Nazeeruddin, M.K., Maier, J. and Grätzel, M. (2014), Mixed-Organic-Cation Perovskite Photovoltaics for Enhanced Solar-Light Harvesting†. Angew. Chem. Int. Ed., 53: 3151-3157.",0.0,0.4,0.6,1.0,3.0,0.0,MA0.6FA0.4PbI3,1,1.53,FTO,c-TiO2,mp-TiO2,,spiro,,Au,two-step,spin,toluene,DMF,75.0,10.0,21.2,1.003,0.7,14.9
"Liu, J., Shirai, Y., Yang, X., Yue, Y., Chen, W., Wu, Y., Islam, A. and Han, L. (2015), High-Quality Mixed-Organic-Cation Perovskites from a Phase-Pure Non-stoichiometric Intermediate (FAI)1−x-PbI2 for Solar Cells. Adv. Mater., 27: 4918-4923.",0.0,0.4,0.6,1.0,3.0,0.0,MA0.6FA0.4PbI3,0,1.53,ITO,PCBM,,,PEDOT:PSS,,Ca/Ag,two-step,spin,toluene,DMF,100.0,120.0,18.95,0.943,0.731,13.0
"BINEK A, HANUSCH F C, DOCAMPO P, et al. Stabilization of the Trigonal High-Temperature Phase of Formamidinium Lead Iodide [J]. The Journal of Physical Chemistry Letters, 2015, 6(7): 1249-53.",0.0,0.87,0.13,1.0,3.0,0.0,MA0.13FA0.87PbI3,1,1.52,FTO,c-TiO2,,,spiro,,Au,two-step,spin,toluene,DMF,,,15.7,1.0,0.56,8.73
"SALADO M, CALIO L, BERGER R, et al. Influence of the mixed organic cation ratio in lead iodide based perovskite on the performance of solar cells [J]. Physical Chemistry Chemical Physics, 2016, 18(39): 27148-57.",0.0,0.0,1.0,1.0,3.0,0.0,MAPbI3,1,,FTO,c-TiO2,mp-TiO2,,spiro,,Au,one-step,spin,toluene,DMSO,100.0,60.0,19.79,0.987,0.7418,14.49
"SALADO M, CALIO L, BERGER R, et al. Influence of the mixed organic cation ratio in lead iodide based perovskite on the performance of solar cells [J]. Physical Chemistry Chemical Physics, 2016, 18(39): 27148-58.",0.0,0.15,0.85,1.0,3.0,0.0,MA0.85FA0.15PbI3,1,,FTO,c-TiO2,mp-TiO2,,spiro,,Au,one-step,spin,toluene,DMSO,100.0,60.0,19.9,0.994,0.7332,14.5
"SALADO M, CALIO L, BERGER R, et al. Influence of the mixed organic cation ratio in lead iodide based perovskite on the performance of solar cells [J]. Physical Chemistry Chemical Physics, 2016, 18(39): 27148-59.",0.0,0.3,0.7,1.0,3.0,0.0,MA0.7FA0.3PbI3,1,,FTO,c-TiO2,mp-TiO2,,spiro,,Au,one-step,spin,toluene,DMSO,100.0,60.0,19.84,0.899,0.7139,12.73
"SALADO M, CALIO L, BERGER R, et al. Influence of the mixed organic cation ratio in lead iodide based perovskite on the performance of solar cells [J]. Physical Chemistry Chemical Physics, 2016, 18(39): 27148-60.",0.0,0.4,0.6,1.0,3.0,0.0,MA0.6FA0.4PbI3,1,1.53,FTO,c-TiO2,mp-TiO2,,spiro,,Au,one-step,spin,toluene,DMSO,100.0,60.0,20.87,0.975,0.6997,14.23
"SALADO M, CALIO L, BERGER R, et al. Influence of the mixed organic cation ratio in lead iodide based perovskite on the performance of solar cells [J]. Physical Chemistry Chemical Physics, 2016, 18(39): 27148-61.",0.0,0.5,0.5,1.0,3.0,0.0,MA0.5FA0.5PbI3,1,,FTO,c-TiO2,mp-TiO2,,spiro,,Au,one-step,spin,toluene,DMSO,120.0,60.0,19.92,0.929,0.5499,10.18
"SALADO M, CALIO L, BERGER R, et al. Influence of the mixed organic cation ratio in lead iodide based perovskite on the performance of solar cells [J]. Physical Chemistry Chemical Physics, 2016, 18(39): 27148-62.",0.0,0.85,0.15,1.0,3.0,0.0,FAPbI3,1,,FTO,c-TiO2,mp-TiO2,,spiro,,Au,one-step,spin,toluene,DMSO,150.0,60.0,15.66,0.805,0.598,7.53
